country_name,country_code,series_name,series_code,2014,2015,2016,2017,2018
Israel,ISR,Government Effectiveness: Percentile Rank,GE.PER.RNK,87.01923,87.5,88.94231,89.42308,86.05769
Israel,ISR,Regulatory Quality: Percentile Rank,RQ.PER.RNK,86.53846,86.05769,87.5,87.01923,86.53846
Israel,ISR,Rule of Law: Percentile Rank,RL.PER.RNK,83.65385,85.09615,82.69231,82.21154,80.76923
Israel,ISR,Voice and Accountability: Percentile Rank,VA.PER.RNK,70.93596,71.92118,71.92118,70.44335,69.95074
Italy,ITA,Control of Corruption: Percentile Rank,CC.PER.RNK,56.25,57.69231,59.61538,61.53846,62.01923
Italy,ITA,Government Effectiveness: Percentile Rank,GE.PER.RNK,68.26923,69.23077,72.11539,69.71154,68.26923
Italy,ITA,Regulatory Quality: Percentile Rank,RQ.PER.RNK,72.59615,73.55769,75,75,73.55769
Italy,ITA,Rule of Law: Percentile Rank,RL.PER.RNK,67.30769,64.90385,62.01923,62.5,61.53846
Italy,ITA,Voice and Accountability: Percentile Rank,VA.PER.RNK,77.83251,81.28078,81.7734,82.75862,81.7734
Jamaica,JAM,Control of Corruption: Percentile Rank,CC.PER.RNK,48.55769,50.96154,51.44231,50.48077,50
Jamaica,JAM,Government Effectiveness: Percentile Rank,GE.PER.RNK,60.57692,63.94231,68.75,69.23077,70.67308
Jamaica,JAM,Regulatory Quality: Percentile Rank,RQ.PER.RNK,56.25,56.25,59.61538,60.09615,62.98077
Jamaica,JAM,Rule of Law: Percentile Rank,RL.PER.RNK,45.67308,47.59615,47.11538,49.03846,46.15385
Jamaica,JAM,Voice and Accountability: Percentile Rank,VA.PER.RNK,67.48769,68.96552,70.93596,69.45813,68.96552
Japan,JPN,Control of Corruption: Percentile Rank,CC.PER.RNK,92.78846,91.34615,90.86539,90.38461,89.42308
Japan,JPN,Government Effectiveness: Percentile Rank,GE.PER.RNK,96.15385,95.19231,95.67308,93.26923,94.23077
Japan,JPN,Regulatory Quality: Percentile Rank,RQ.PER.RNK,84.13461,85.09615,90.38461,89.90385,87.98077
Japan,JPN,Rule of Law: Percentile Rank,RL.PER.RNK,89.42308,89.42308,89.42308,89.90385,90.38461
Japan,JPN,Voice and Accountability: Percentile Rank,VA.PER.RNK,79.31035,78.81773,77.3399,80.29556,80.29556
"Jersey, Channel Islands",JEY,Control of Corruption: Percentile Rank,CC.PER.RNK,84.13461,84.13461,83.17308,83.17308,82.69231
"Jersey, Channel Islands",JEY,Government Effectiveness: Percentile Rank,GE.PER.RNK,87.5,87.01923,86.05769,86.05769,87.5
"Jersey, Channel Islands",JEY,Regulatory Quality: Percentile Rank,RQ.PER.RNK,85.09615,84.13461,74.51923,74.03846,75.48077
"Jersey, Channel Islands",JEY,Rule of Law: Percentile Rank,RL.PER.RNK,91.82692,92.30769,94.23077,94.71154,94.23077
"Jersey, Channel Islands",JEY,Voice and Accountability: Percentile Rank,VA.PER.RNK,92.11823,91.62562,92.11823,92.61084,91.62562
Jordan,JOR,Control of Corruption: Percentile Rank,CC.PER.RNK,59.61538,64.42308,64.90385,63.94231,60.57692
Jordan,JOR,Government Effectiveness: Percentile Rank,GE.PER.RNK,59.13462,59.13462,59.13462,57.69231,57.21154
Jordan,JOR,Regulatory Quality: Percentile Rank,RQ.PER.RNK,54.80769,54.80769,54.32692,57.69231,58.65385
Jordan,JOR,Rule of Law: Percentile Rank,RL.PER.RNK,68.75,67.78846,61.05769,61.05769,60.57692
Jordan,JOR,Voice and Accountability: Percentile Rank,VA.PER.RNK,26.60098,25.61576,27.0936,26.60098,28.07882
Kazakhstan,KAZ,Control of Corruption: Percentile Rank,CC.PER.RNK,22.59615,19.71154,20.67308,19.71154,36.05769
Kazakhstan,KAZ,Government Effectiveness: Percentile Rank,GE.PER.RNK,53.36538,50.48077,50.96154,52.88462,54.32692
Kazakhstan,KAZ,Regulatory Quality: Percentile Rank,RQ.PER.RNK,45.19231,53.36538,51.92308,61.05769,60.09615
Kazakhstan,KAZ,Rule of Law: Percentile Rank,RL.PER.RNK,32.21154,38.94231,36.05769,38.46154,35.57692
Kazakhstan,KAZ,Voice and Accountability: Percentile Rank,VA.PER.RNK,14.28571,16.25616,13.7931,13.7931,15.76355
Kenya,KEN,Control of Corruption: Percentile Rank,CC.PER.RNK,16.34615,13.94231,16.82692,15.38461,19.23077
Kenya,KEN,Government Effectiveness: Percentile Rank,GE.PER.RNK,42.78846,43.26923,40.86538,40.38462,38.94231
Kenya,KEN,Regulatory Quality: Percentile Rank,RQ.PER.RNK,42.30769,42.78846,41.82692,43.75,43.75
Kenya,KEN,Rule of Law: Percentile Rank,RL.PER.RNK,38.46154,36.53846,35.57692,37.98077,37.98077
Kenya,KEN,Voice and Accountability: Percentile Rank,VA.PER.RNK,42.85714,42.36453,42.36453,39.90148,34.97537
Kiribati,KIR,Control of Corruption: Percentile Rank,CC.PER.RNK,63.46154,62.98077,64.42308,66.34615,64.90385
Kiribati,KIR,Government Effectiveness: Percentile Rank,GE.PER.RNK,31.25,36.05769,37.01923,43.26923,41.34615
Kiribati,KIR,Regulatory Quality: Percentile Rank,RQ.PER.RNK,18.26923,19.71154,20.19231,19.71154,22.11539
Kiribati,KIR,Rule of Law: Percentile Rank,RL.PER.RNK,52.40385,50.48077,59.61538,69.71154,69.71154
Kiribati,KIR,Voice and Accountability: Percentile Rank,VA.PER.RNK,73.89162,77.83251,78.81773,81.7734,87.68473
"Korea, Dem. People’s Rep.",PRK,Control of Corruption: Percentile Rank,CC.PER.RNK,7.692307,9.615385,5.288462,4.807693,1.923077
"Korea, Dem. People’s Rep.",PRK,Government Effectiveness: Percentile Rank,GE.PER.RNK,2.884615,2.403846,4.326923,4.326923,5.288462
"Korea, Dem. People’s Rep.",PRK,Regulatory Quality: Percentile Rank,RQ.PER.RNK,0,0,0,0,0
"Korea, Dem. People’s Rep.",PRK,Rule of Law: Percentile Rank,RL.PER.RNK,1.923077,1.923077,2.884615,3.365385,4.807693
"Korea, Dem. People’s Rep.",PRK,Voice and Accountability: Percentile Rank,VA.PER.RNK,0.4926108,0.4926108,0,0,0
"Korea, Rep.",KOR,Control of Corruption: Percentile Rank,CC.PER.RNK,70.19231,66.82692,67.30769,67.78846,72.11539
"Korea, Rep.",KOR,Government Effectiveness: Percentile Rank,GE.PER.RNK,85.09615,79.80769,80.76923,82.21154,84.13461
"Korea, Rep.",KOR,Regulatory Quality: Percentile Rank,RQ.PER.RNK,83.17308,83.17308,84.13461,82.21154,82.21154
"Korea, Rep.",KOR,Rule of Law: Percentile Rank,RL.PER.RNK,80.76923,80.28846,86.05769,85.57692,86.05769
"Korea, Rep.",KOR,Voice and Accountability: Percentile Rank,VA.PER.RNK,70.44335,69.45813,68.47291,71.42857,73.89162
Kosovo,XKX,Control of Corruption: Percentile Rank,CC.PER.RNK,36.53846,34.13462,40.38462,38.46154,35.57692
Kosovo,XKX,Government Effectiveness: Percentile Rank,GE.PER.RNK,43.26923,39.90385,37.98077,37.01923,37.98077
Kosovo,XKX,Regulatory Quality: Percentile Rank,RQ.PER.RNK,48.55769,43.26923,47.59615,50,41.34615
Kosovo,XKX,Rule of Law: Percentile Rank,RL.PER.RNK,37.01923,37.98077,39.90385,35.57692,40.38462
Kosovo,XKX,Voice and Accountability: Percentile Rank,VA.PER.RNK,40.39409,41.87192,41.37931,42.36453,39.90148
Kuwait,KWT,Control of Corruption: Percentile Rank,CC.PER.RNK,50.96154,51.44231,48.07692,44.71154,45.19231
Kuwait,KWT,Government Effectiveness: Percentile Rank,GE.PER.RNK,47.11538,52.88462,48.55769,46.15385,49.51923
Kuwait,KWT,Regulatory Quality: Percentile Rank,RQ.PER.RNK,49.03846,48.55769,52.88462,53.36538,54.32692
Kuwait,KWT,Rule of Law: Percentile Rank,RL.PER.RNK,59.61538,57.21154,55.28846,57.69231,60.09615
Kuwait,KWT,Voice and Accountability: Percentile Rank,VA.PER.RNK,28.57143,28.07882,29.06404,30.54187,30.54187
Kyrgyz Republic,KGZ,Control of Corruption: Percentile Rank,CC.PER.RNK,12.01923,11.05769,12.5,12.98077,16.34615
Kyrgyz Republic,KGZ,Government Effectiveness: Percentile Rank,GE.PER.RNK,17.78846,18.26923,17.78846,23.07692,28.84615
Kyrgyz Republic,KGZ,Regulatory Quality: Percentile Rank,RQ.PER.RNK,35.09615,34.61538,40.38462,38.46154,37.98077
Kyrgyz Republic,KGZ,Rule of Law: Percentile Rank,RL.PER.RNK,16.82692,14.42308,14.42308,17.30769,17.78846
Kyrgyz Republic,KGZ,Voice and Accountability: Percentile Rank,VA.PER.RNK,32.51231,33.49754,33.49754,33.00492,33.99015
Lao PDR,LAO,Control of Corruption: Percentile Rank,CC.PER.RNK,21.15385,17.78846,14.42308,15.86539,15.38461
Lao PDR,LAO,Government Effectiveness: Percentile Rank,GE.PER.RNK,39.42308,35.09615,38.94231,37.5,24.51923
Lao PDR,LAO,Regulatory Quality: Percentile Rank,RQ.PER.RNK,21.63461,23.55769,24.51923,25.48077,20.67308
Lao PDR,LAO,Rule of Law: Percentile Rank,RL.PER.RNK,25.48077,23.55769,20.67308,18.26923,18.75
Lao PDR,LAO,Voice and Accountability: Percentile Rank,VA.PER.RNK,4.433497,4.433497,4.433497,4.433497,4.433497
Latvia,LVA,Control of Corruption: Percentile Rank,CC.PER.RNK,67.78846,67.78846,66.82692,69.71154,64.42308
Latvia,LVA,Government Effectiveness: Percentile Rank,GE.PER.RNK,78.36539,83.65385,78.84615,78.84615,79.80769
Latvia,LVA,Regulatory Quality: Percentile Rank,RQ.PER.RNK,85.57692,81.25,83.65385,82.69231,85.57692
Latvia,LVA,Rule of Law: Percentile Rank,RL.PER.RNK,78.36539,76.44231,80.28846,80.28846,79.32692
Latvia,LVA,Voice and Accountability: Percentile Rank,VA.PER.RNK,72.4138,73.39902,73.89162,73.89162,74.87685
Lebanon,LBN,Control of Corruption: Percentile Rank,CC.PER.RNK,13.94231,19.23077,13.94231,14.90385,12.01923
Lebanon,LBN,Government Effectiveness: Percentile Rank,GE.PER.RNK,40.86538,37.01923,35.09615,33.65385,25.96154
Lebanon,LBN,Regulatory Quality: Percentile Rank,RQ.PER.RNK,45.67308,43.75,40.86538,40.86538,38.46154
Lebanon,LBN,Rule of Law: Percentile Rank,RL.PER.RNK,24.51923,21.15385,19.23077,21.15385,23.55769
Lebanon,LBN,Voice and Accountability: Percentile Rank,VA.PER.RNK,33.49754,31.03448,32.0197,31.52709,32.0197
Lesotho,LSO,Control of Corruption: Percentile Rank,CC.PER.RNK,61.53846,59.61538,56.73077,55.76923,53.84615
Lesotho,LSO,Government Effectiveness: Percentile Rank,GE.PER.RNK,31.73077,26.44231,20.19231,19.23077,18.26923
Lesotho,LSO,Regulatory Quality: Percentile Rank,RQ.PER.RNK,36.05769,38.46154,38.46154,39.90385,33.17308
Lesotho,LSO,Rule of Law: Percentile Rank,RL.PER.RNK,48.07692,50,47.59615,44.23077,41.34615
Lesotho,LSO,Voice and Accountability: Percentile Rank,VA.PER.RNK,53.69458,50.2463,48.76847,47.78325,50.73891
Liberia,LBR,Control of Corruption: Percentile Rank,CC.PER.RNK,24.03846,30.28846,25.48077,27.40385,20.19231
Liberia,LBR,Government Effectiveness: Percentile Rank,GE.PER.RNK,7.692307,7.692307,8.653846,8.653846,8.653846
Liberia,LBR,Regulatory Quality: Percentile Rank,RQ.PER.RNK,21.15385,21.15385,15.86539,15.38461,14.42308
Liberia,LBR,Rule of Law: Percentile Rank,RL.PER.RNK,21.63461,19.71154,17.30769,16.34615,16.82692
Liberia,LBR,Voice and Accountability: Percentile Rank,VA.PER.RNK,38.91626,38.42365,42.85714,46.30542,43.34975
Libya,LBY,Control of Corruption: Percentile Rank,CC.PER.RNK,1.442308,0.9615384,1.923077,1.923077,2.884615
Libya,LBY,Government Effectiveness: Percentile Rank,GE.PER.RNK,1.923077,1.923077,1.442308,1.923077,1.923077
Libya,LBY,Regulatory Quality: Percentile Rank,RQ.PER.RNK,1.442308,0.4807692,0.4807692,0.9615384,1.442308
Libya,LBY,Rule of Law: Percentile Rank,RL.PER.RNK,2.884615,2.403846,1.923077,1.923077,2.403846
Libya,LBY,Voice and Accountability: Percentile Rank,VA.PER.RNK,17.24138,10.83744,8.374384,8.866995,6.896552
Liechtenstein,LIE,Control of Corruption: Percentile Rank,CC.PER.RNK,97.11539,96.15385,96.63461,97.11539,95.67308
Liechtenstein,LIE,Government Effectiveness: Percentile Rank,GE.PER.RNK,93.75,92.78846,93.75,94.71154,95.19231
Liechtenstein,LIE,Regulatory Quality: Percentile Rank,RQ.PER.RNK,90.38461,90.86539,89.42308,91.34615,90.86539
Liechtenstein,LIE,Rule of Law: Percentile Rank,RL.PER.RNK,92.30769,91.34615,92.30769,92.30769,92.30769
Liechtenstein,LIE,Voice and Accountability: Percentile Rank,VA.PER.RNK,95.07389,95.07389,90.14778,90.14778,92.61084
Lithuania,LTU,Control of Corruption: Percentile Rank,CC.PER.RNK,70.67308,70.67308,75,70.19231,68.75
Lithuania,LTU,Government Effectiveness: Percentile Rank,GE.PER.RNK,78.84615,85.57692,81.25,80.28846,80.76923
Lithuania,LTU,Regulatory Quality: Percentile Rank,RQ.PER.RNK,86.05769,87.01923,84.61539,83.17308,82.69231
Lithuania,LTU,Rule of Law: Percentile Rank,RL.PER.RNK,79.32692,81.25,81.73077,80.76923,79.80769
Lithuania,LTU,Voice and Accountability: Percentile Rank,VA.PER.RNK,76.35468,77.3399,78.32513,78.32513,77.83251
Luxembourg,LUX,Control of Corruption: Percentile Rank,CC.PER.RNK,96.63461,97.11539,97.59615,96.15385,97.11539
Luxembourg,LUX,Government Effectiveness: Percentile Rank,GE.PER.RNK,93.26923,93.26923,93.26923,93.75,95.67308
Luxembourg,LUX,Regulatory Quality: Percentile Rank,RQ.PER.RNK,92.30769,92.78846,93.75,93.75,95.19231
Luxembourg,LUX,Rule of Law: Percentile Rank,RL.PER.RNK,95.67308,96.63461,95.19231,95.19231,95.67308
Luxembourg,LUX,Voice and Accountability: Percentile Rank,VA.PER.RNK,98.52217,97.04433,96.55173,97.04433,96.55173
"Macao SAR, China",MAC,Control of Corruption: Percentile Rank,CC.PER.RNK,77.40385,70.19231,78.36539,72.11539,76.92308
"Macao SAR, China",MAC,Government Effectiveness: Percentile Rank,GE.PER.RNK,90.38461,89.42308,85.09615,88.94231,85.57692
"Macao SAR, China",MAC,Regulatory Quality: Percentile Rank,RQ.PER.RNK,94.71154,95.67308,95.67308,94.71154,93.26923
"Macao SAR, China",MAC,Rule of Law: Percentile Rank,RL.PER.RNK,79.80769,79.80769,78.84615,77.88461,81.25
"Macao SAR, China",MAC,Voice and Accountability: Percentile Rank,VA.PER.RNK,37.43842,45.3202,44.82759,43.84237,42.85714
Madagascar,MDG,Control of Corruption: Percentile Rank,CC.PER.RNK,21.63461,20.19231,16.34615,13.46154,14.90385
Madagascar,MDG,Government Effectiveness: Percentile Rank,GE.PER.RNK,8.653846,8.653846,10.57692,12.01923,11.05769
Madagascar,MDG,Regulatory Quality: Percentile Rank,RQ.PER.RNK,27.88461,25.96154,25.96154,26.44231,23.55769
Madagascar,MDG,Rule of Law: Percentile Rank,RL.PER.RNK,26.92308,29.32692,19.71154,19.71154,21.15385
Madagascar,MDG,Voice and Accountability: Percentile Rank,VA.PER.RNK,31.52709,34.48276,35.46798,34.97537,36.4532
Malawi,MWI,Control of Corruption: Percentile Rank,CC.PER.RNK,25.96154,23.55769,22.59615,27.88461,25
Malawi,MWI,Government Effectiveness: Percentile Rank,GE.PER.RNK,27.88461,27.88461,23.55769,25,22.11539
Malawi,MWI,Regulatory Quality: Percentile Rank,RQ.PER.RNK,25,22.59615,19.71154,23.55769,25.48077
Malawi,MWI,Rule of Law: Percentile Rank,RL.PER.RNK,45.19231,45.19231,38.46154,39.90385,39.90385
Malawi,MWI,Voice and Accountability: Percentile Rank,VA.PER.RNK,46.79803,47.29064,45.81281,44.82759,42.36453
Malaysia,MYS,Control of Corruption: Percentile Rank,CC.PER.RNK,66.82692,63.46154,60.09615,58.17308,63.94231
Malaysia,MYS,Government Effectiveness: Percentile Rank,GE.PER.RNK,82.69231,76.92308,75.96154,75.48077,81.25
Malaysia,MYS,Regulatory Quality: Percentile Rank,RQ.PER.RNK,75.96154,74.03846,75.48077,74.51923,74.03846
Malaysia,MYS,Rule of Law: Percentile Rank,RL.PER.RNK,73.55769,68.75,69.23077,64.42308,74.51923
Malaysia,MYS,Voice and Accountability: Percentile Rank,VA.PER.RNK,35.46798,33.99015,33.99015,34.48276,41.37931
Maldives,MDV,Control of Corruption: Percentile Rank,CC.PER.RNK,43.75,37.98077,28.84615,21.63461,17.30769
Maldives,MDV,Government Effectiveness: Percentile Rank,GE.PER.RNK,42.30769,40.86538,41.34615,35.57692,35.09615
Maldives,MDV,Regulatory Quality: Percentile Rank,RQ.PER.RNK,40.38462,37.5,34.61538,35.57692,33.65385
Maldives,MDV,Rule of Law: Percentile Rank,RL.PER.RNK,33.65385,32.21154,36.53846,30.76923,31.73077
Maldives,MDV,Voice and Accountability: Percentile Rank,VA.PER.RNK,34.97537,30.04926,26.60098,25.12315,30.04926
Mali,MLI,Control of Corruption: Percentile Rank,CC.PER.RNK,26.44231,27.88461,30.28846,29.32692,26.92308
Mali,MLI,Government Effectiveness: Percentile Rank,GE.PER.RNK,14.90385,17.78846,15.38461,16.82692,15.38461
Mali,MLI,Regulatory Quality: Percentile Rank,RQ.PER.RNK,29.80769,30.28846,28.36539,30.28846,30.76923
Mali,MLI,Rule of Law: Percentile Rank,RL.PER.RNK,31.25,26.92308,22.11539,23.07692,21.63461
Mali,MLI,Voice and Accountability: Percentile Rank,VA.PER.RNK,42.36453,40.39409,40.39409,38.42365,36.94581
Malta,MLT,Control of Corruption: Percentile Rank,CC.PER.RNK,77.88461,78.84615,75.48077,76.92308,71.63461
Malta,MLT,Government Effectiveness: Percentile Rank,GE.PER.RNK,81.25,75.48077,77.40385,80.76923,78.84615
Malta,MLT,Regulatory Quality: Percentile Rank,RQ.PER.RNK,82.21154,84.61539,85.09615,87.98077,88.46154
Malta,MLT,Rule of Law: Percentile Rank,RL.PER.RNK,86.05769,83.17308,81.25,85.09615,82.21154
Malta,MLT,Voice and Accountability: Percentile Rank,VA.PER.RNK,89.16256,89.16256,88.66995,87.19212,83.74384
Marshall Islands,MHL,Control of Corruption: Percentile Rank,CC.PER.RNK,54.32692,54.80769,56.25,57.21154,54.80769
Marshall Islands,MHL,Government Effectiveness: Percentile Rank,GE.PER.RNK,4.807693,4.326923,4.807693,5.769231,6.25
Marshall Islands,MHL,Regulatory Quality: Percentile Rank,RQ.PER.RNK,17.30769,12.5,14.42308,13.46154,10.09615
Marshall Islands,MHL,Rule of Law: Percentile Rank,RL.PER.RNK,47.59615,48.07692,51.44231,59.61538,52.88462
Marshall Islands,MHL,Voice and Accountability: Percentile Rank,VA.PER.RNK,86.69951,86.69951,88.17734,88.17734,87.68473
Martinique,MTQ,Control of Corruption: Percentile Rank,CC.PER.RNK,87.01923,87.01923,87.5,86.53846,86.53846
Martinique,MTQ,Government Effectiveness: Percentile Rank,GE.PER.RNK,73.55769,74.03846,75,83.65385,82.69231
Martinique,MTQ,Regulatory Quality: Percentile Rank,RQ.PER.RNK,87.98077,87.98077,86.05769,85.57692,85.09615
Martinique,MTQ,Rule of Law: Percentile Rank,RL.PER.RNK,59.13462,56.73077,79.80769,79.32692,78.84615
Martinique,MTQ,Voice and Accountability: Percentile Rank,VA.PER.RNK,..,..,..,..,..
Mauritania,MRT,Control of Corruption: Percentile Rank,CC.PER.RNK,16.82692,17.30769,24.51923,23.07692,23.07692
Mauritania,MRT,Government Effectiveness: Percentile Rank,GE.PER.RNK,15.86539,13.94231,21.63461,22.59615,22.59615
Mauritania,MRT,Regulatory Quality: Percentile Rank,RQ.PER.RNK,24.03846,20.67308,24.03846,23.07692,19.71154
Mauritania,MRT,Rule of Law: Percentile Rank,RL.PER.RNK,19.71154,18.75,25.96154,31.25,26.44231
Mauritania,MRT,Voice and Accountability: Percentile Rank,VA.PER.RNK,22.16749,23.64532,24.63054,24.13793,24.13793
Mauritius,MUS,Control of Corruption: Percentile Rank,CC.PER.RNK,65.86539,65.86539,62.98077,62.01923,62.98077
Mauritius,MUS,Government Effectiveness: Percentile Rank,GE.PER.RNK,81.73077,81.73077,78.36539,78.36539,77.40385
Mauritius,MUS,Regulatory Quality: Percentile Rank,RQ.PER.RNK,83.65385,81.73077,82.21154,80.28846,81.73077
Mauritius,MUS,Rule of Law: Percentile Rank,RL.PER.RNK,78.84615,77.88461,75.96154,75.96154,76.92308
Mauritius,MUS,Voice and Accountability: Percentile Rank,VA.PER.RNK,74.38424,72.9064,72.9064,73.39902,72.4138
Mexico,MEX,Control of Corruption: Percentile Rank,CC.PER.RNK,24.51923,24.03846,25.96154,16.34615,18.75
Mexico,MEX,Government Effectiveness: Percentile Rank,GE.PER.RNK,61.53846,61.53846,58.65385,52.40385,47.59615
Mexico,MEX,Regulatory Quality: Percentile Rank,RQ.PER.RNK,66.82692,64.90385,64.42308,61.53846,60.57692
Mexico,MEX,Rule of Law: Percentile Rank,RL.PER.RNK,37.98077,38.46154,31.73077,31.73077,27.40385
Mexico,MEX,Voice and Accountability: Percentile Rank,VA.PER.RNK,48.76847,44.33498,43.84237,42.85714,45.81281
"Micronesia, Fed. Sts.",FSM,Control of Corruption: Percentile Rank,CC.PER.RNK,75.96154,75,73.07692,77.88461,75.48077
"Micronesia, Fed. Sts.",FSM,Government Effectiveness: Percentile Rank,GE.PER.RNK,33.65385,40.38462,40.38462,56.25,48.07692
"Micronesia, Fed. Sts.",FSM,Regulatory Quality: Percentile Rank,RQ.PER.RNK,14.42308,15.38461,14.90385,14.90385,14.90385
"Micronesia, Fed. Sts.",FSM,Rule of Law: Percentile Rank,RL.PER.RNK,46.15385,45.67308,52.88462,53.36538,53.84615
"Micronesia, Fed. Sts.",FSM,Voice and Accountability: Percentile Rank,VA.PER.RNK,83.74384,85.22167,85.71429,85.22167,87.68473
Moldova,MDA,Control of Corruption: Percentile Rank,CC.PER.RNK,20.67308,18.26923,14.90385,21.15385,25.96154
Moldova,MDA,Government Effectiveness: Percentile Rank,GE.PER.RNK,38.94231,28.36539,30.28846,33.17308,35.57692
Moldova,MDA,Regulatory Quality: Percentile Rank,RQ.PER.RNK,54.32692,51.44231,50.48077,54.32692,51.92308
Moldova,MDA,Rule of Law: Percentile Rank,RL.PER.RNK,46.63462,42.78846,33.17308,37.5,37.01923
Moldova,MDA,Voice and Accountability: Percentile Rank,VA.PER.RNK,49.26109,48.76847,46.79803,45.3202,40.8867
Monaco,MCO,Control of Corruption: Percentile Rank,CC.PER.RNK,..,..,..,..,..
Monaco,MCO,Government Effectiveness: Percentile Rank,GE.PER.RNK,..,..,..,..,..
Monaco,MCO,Regulatory Quality: Percentile Rank,RQ.PER.RNK,..,..,..,..,..
Monaco,MCO,Rule of Law: Percentile Rank,RL.PER.RNK,..,..,..,..,..
Monaco,MCO,Voice and Accountability: Percentile Rank,VA.PER.RNK,77.3399,79.80296,73.39902,74.38424,71.42857
Mongolia,MNG,Control of Corruption: Percentile Rank,CC.PER.RNK,37.01923,37.5,36.53846,41.82692,39.90385
Mongolia,MNG,Government Effectiveness: Percentile Rank,GE.PER.RNK,37.01923,39.42308,50.48077,42.30769,45.67308
Mongolia,MNG,Regulatory Quality: Percentile Rank,RQ.PER.RNK,44.71154,41.82692,52.40385,50.96154,54.80769
Mongolia,MNG,Rule of Law: Percentile Rank,RL.PER.RNK,42.30769,41.82692,45.67308,41.82692,44.71154
Mongolia,MNG,Voice and Accountability: Percentile Rank,VA.PER.RNK,56.65025,56.15763,56.65025,56.15763,57.14286
Montenegro,MNE,Control of Corruption: Percentile Rank,CC.PER.RNK,55.28846,53.84615,54.32692,54.80769,58.17308
Montenegro,MNE,Government Effectiveness: Percentile Rank,GE.PER.RNK,63.46154,59.61538,58.17308,59.61538,58.17308
Montenegro,MNE,Regulatory Quality: Percentile Rank,RQ.PER.RNK,55.28846,60.09615,62.5,64.90385,65.86539
Montenegro,MNE,Rule of Law: Percentile Rank,RL.PER.RNK,61.53846,58.65385,53.84615,53.84615,57.69231
Montenegro,MNE,Voice and Accountability: Percentile Rank,VA.PER.RNK,53.20197,50.73891,49.26109,50.2463,50.2463
Morocco,MAR,Control of Corruption: Percentile Rank,CC.PER.RNK,50,52.40385,53.84615,52.40385,47.59615
Morocco,MAR,Government Effectiveness: Percentile Rank,GE.PER.RNK,50.48077,50.96154,49.51923,45.19231,46.63462
Morocco,MAR,Regulatory Quality: Percentile Rank,RQ.PER.RNK,49.51923,49.03846,45.19231,44.71154,42.78846
Morocco,MAR,Rule of Law: Percentile Rank,RL.PER.RNK,54.32692,54.80769,48.55769,48.55769,49.51923
Morocco,MAR,Voice and Accountability: Percentile Rank,VA.PER.RNK,27.58621,28.57143,29.55665,28.57143,29.55665
Mozambique,MOZ,Control of Corruption: Percentile Rank,CC.PER.RNK,29.32692,24.51923,17.78846,18.75,24.03846
Mozambique,MOZ,Government Effectiveness: Percentile Rank,GE.PER.RNK,24.03846,23.07692,18.75,18.26923,17.78846
Mozambique,MOZ,Regulatory Quality: Percentile Rank,RQ.PER.RNK,37.01923,35.09615,25,25,24.03846
Mozambique,MOZ,Rule of Law: Percentile Rank,RL.PER.RNK,21.15385,20.67308,13.46154,15.38461,14.42308
Mozambique,MOZ,Voice and Accountability: Percentile Rank,VA.PER.RNK,39.40887,37.93103,34.48276,33.99015,32.51231
Myanmar,MMR,Control of Corruption: Percentile Rank,CC.PER.RNK,20.19231,20.67308,32.21154,32.21154,30.28846
Myanmar,MMR,Government Effectiveness: Percentile Rank,GE.PER.RNK,9.134615,10.09615,16.34615,13.46154,12.5
Myanmar,MMR,Regulatory Quality: Percentile Rank,RQ.PER.RNK,6.25,8.653846,18.75,19.23077,22.59615
Myanmar,MMR,Rule of Law: Percentile Rank,RL.PER.RNK,8.173077,7.692307,17.78846,16.82692,15.38461
Myanmar,MMR,Voice and Accountability: Percentile Rank,VA.PER.RNK,9.852217,14.28571,24.13793,23.64532,23.64532
Namibia,NAM,Control of Corruption: Percentile Rank,CC.PER.RNK,64.42308,66.34615,65.86539,64.90385,65.38461
Namibia,NAM,Government Effectiveness: Percentile Rank,GE.PER.RNK,58.65385,63.46154,60.57692,61.53846,56.25
Namibia,NAM,Regulatory Quality: Percentile Rank,RQ.PER.RNK,52.88462,50.48077,49.51923,46.63462,51.44231
Namibia,NAM,Rule of Law: Percentile Rank,RL.PER.RNK,62.98077,62.01923,64.42308,60.57692,61.05769
Namibia,NAM,Voice and Accountability: Percentile Rank,VA.PER.RNK,66.50246,67.48769,66.99507,66.00985,63.05419
Nauru,NRU,Control of Corruption: Percentile Rank,CC.PER.RNK,37.98077,36.05769,39.42308,40.38462,33.65385
Nauru,NRU,Government Effectiveness: Percentile Rank,GE.PER.RNK,30.28846,34.13462,25,36.05769,50.48077
Nauru,NRU,Regulatory Quality: Percentile Rank,RQ.PER.RNK,9.134615,8.173077,38.94231,11.53846,52.88462
Nauru,NRU,Rule of Law: Percentile Rank,RL.PER.RNK,14.42308,12.01923,23.55769,23.55769,25.48077
Nauru,NRU,Voice and Accountability: Percentile Rank,VA.PER.RNK,71.92118,65.02463,64.03941,63.5468,71.42857
Nepal,NPL,Control of Corruption: Percentile Rank,CC.PER.RNK,33.17308,32.21154,22.11539,23.55769,27.40385
Nepal,NPL,Government Effectiveness: Percentile Rank,GE.PER.RNK,18.26923,12.98077,19.71154,18.75,16.82692
Nepal,NPL,Regulatory Quality: Percentile Rank,RQ.PER.RNK,22.11539,24.51923,23.55769,25.96154,23.07692
